sample	strain	community
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	23	1.1384886e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	25	6.43466e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	27	1.0647492e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	29	3.7507778e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	33	1.0854686e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	34	9.3238486e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	39	6.9882395e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	43	3.1088865e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	45	4.8539044e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	46	1.5693178e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	47	3.2451433e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	49	9.3757484e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	51	7.244326e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	52	1.4399094e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	53	5.3640946e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	54	8.612272e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	55	3.631632e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	58	8.789844e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	59	6.2619483e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	60	9.2686207e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	62	9.137606e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	63	3.0267694e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	64	1.033833e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	65	8.222784e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	69	8.6653165e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	71	2.5948893e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	72	5.6641585e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	73	9.617204e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	76	7.0348904e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	77	8.6422483e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	79	2.3894455e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	80	4.4928225e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306430__gtpro__crisp.tsv.temp	82	1.0801326e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	-1	3.373646e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	0	1.9907422e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	1	2.4072953e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	2	3.9282257e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	4	9.666782e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	5	0.99999994
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	6	8.953648e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	8	9.644927e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	10	1.158782e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	11	7.2406653e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	14	1.24088e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	15	1.0934307e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	16	7.350466e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	17	7.2298734e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	19	9.960311e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	22	9.0976465e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	23	1.0002748e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	25	6.4770656e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	27	9.847284e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	29	4.435189e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	33	9.718991e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	34	8.795644e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	39	8.831738e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	43	3.799816e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	45	5.0971305e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	46	1.5257652e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	47	3.6170264e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	49	8.820675e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	51	1.0157033e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	52	1.0442697e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	53	7.995215e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	54	9.311649e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	55	4.2001302e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	58	9.689418e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	59	8.118949e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	60	1.2502088e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	62	1.208562e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	63	3.1528272e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	64	9.748868e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	65	1.2025224e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	69	1.1330373e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	71	2.882809e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	72	6.061173e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	73	1.2787604e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	76	9.484928e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	77	9.3077823e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	79	2.5300126e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	80	4.945058e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306440__gtpro__crisp.tsv.temp	82	1.002621e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	-1	9.849263e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	0	6.048595e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	1	7.224097e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	2	1.1813755e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	4	2.8898003e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	5	0.9999974
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	6	3.083358e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	8	2.8878642e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	10	3.905353e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	11	2.2000513e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	14	4.1255525e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	15	3.211754e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	16	2.4065328e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	17	2.115882e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	19	3.411845e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	22	3.18569e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	23	2.7264752e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	25	2.10508e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	27	2.9446024e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	29	1.487818e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	33	3.0036293e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	34	2.623689e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	39	2.9272163e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	43	1.33335085e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	45	1.6479621e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	46	5.4990128e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	47	1.2780609e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	49	2.686506e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	51	3.2626595e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	52	3.36157e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	53	2.2452804e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	54	3.190471e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	55	1.4358674e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	58	2.9421633e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	59	2.4972293e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	60	3.8072763e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	62	3.7812114e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	63	1.1188662e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	64	2.8339537e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	65	3.0898953e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	69	3.6672212e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	71	1.0676313e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	72	1.9858797e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	73	3.8884348e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	76	2.9096569e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	77	3.1588144e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	79	9.532339e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	80	1.6397193e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306456__gtpro__crisp.tsv.temp	82	2.931656e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	-1	0.00027394987
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	0	1.5946214e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	1	2.6318658e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	2	2.7481627e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	4	7.4866686e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	5	0.053728502
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	6	3.1873442e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	8	5.9236413e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	10	1.828863e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	11	2.6006617e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	14	1.3133225e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	15	8.053007e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	16	2.3825653e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	17	1.0952933e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	19	1.5101206e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	22	0.010521732
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	23	9.403026e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	25	1.4090571e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	27	1.2068133e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	29	0.020821853
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	33	6.800002e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	34	7.3175343e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	39	1.0258727e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	43	5.074049e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	45	1.1019638e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	46	2.482262e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	47	2.4772362e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	49	1.6435437e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	51	1.7137017e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	52	0.04554409
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	53	3.122746e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	54	1.1232155e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	55	0.062359452
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	58	1.840302e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	59	9.832407e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	60	1.4424033e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	62	1.1437498e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	63	0.5487905
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	64	6.5077356e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	65	4.1037765e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	69	2.263328e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	71	0.06899875
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	72	0.023048973
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	73	1.2269943e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	76	9.544303e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	77	1.5610099e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	79	0.1656438
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	80	1.8631924e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306464__gtpro__crisp.tsv.temp	82	6.6858365e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	-1	9.142052e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	0	5.669507e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	1	7.2227186e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	2	1.0854656e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	4	2.7110025e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	5	0.9999753
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	6	2.6067286e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	8	2.7407467e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	10	3.1415303e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	11	1.7083866e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	14	3.1428138e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	15	3.21764e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	16	1.9155725e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	17	1.9354216e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	19	2.551378e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	22	2.4713475e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	23	2.685282e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	25	2.2026285e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	27	2.83771e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	29	1.2957275e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	33	2.667614e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	34	2.5108065e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	39	3.0793072e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	43	1.0756602e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	45	1.2105315e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	46	4.5850118e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	47	1.03008574e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	49	3.05058e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	51	2.9620892e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	52	2.2504959e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	53	1.9699533e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	54	2.56115e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	55	1.3286548e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	58	2.523658e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	59	2.5898504e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	60	5.003441e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	62	4.940534e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	63	8.872471e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	64	2.6199504e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	65	2.127949e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	69	4.2690158e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	71	8.749151e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202306482__gtpro__crisp.tsv.temp	72	1.5893036e-07
